season,round,driver_id,constructor_id,grid_position,finish_position,points,laps,status_id,is_dnf
2014,1,rosberg,mercedes,3,1,25.0,57,1,False
2014,1,kevin_magnussen,mclaren,4,2,18.0,57,1,False
2014,1,button,mclaren,10,3,15.0,57,1,False
2014,1,alonso,ferrari,5,4,12.0,57,1,False
2014,1,bottas,williams,15,5,10.0,57,1,False
2014,1,hulkenberg,force_india,7,6,8.0,57,1,False
2014,1,raikkonen,ferrari,11,7,6.0,57,1,False
2014,1,vergne,toro_rosso,6,8,4.0,57,1,False
2014,1,kvyat,toro_rosso,8,9,2.0,57,1,False
2014,1,perez,force_india,16,10,1.0,57,1,False
2014,1,sutil,sauber,13,11,0.0,56,11,True
2014,1,gutierrez,sauber,20,12,0.0,56,11,True
2014,1,chilton,marussia,17,13,0.0,55,12,True
2014,1,jules_bianchi,marussia,18,14,0.0,49,18,True
2014,1,grosjean,lotus_f1,22,15,0.0,43,132,True
2014,1,maldonado,lotus_f1,21,16,0.0,29,132,True
2014,1,ericsson,caterham,19,17,0.0,27,51,True
2014,1,vettel,red_bull,12,18,0.0,3,5,True
2014,1,hamilton,mercedes,1,19,0.0,2,5,True
2014,1,massa,williams,9,20,0.0,0,4,True
2014,1,kobayashi,caterham,14,21,0.0,0,4,True
2014,1,ricciardo,red_bull,2,22,0.0,57,2,True
2014,2,hamilton,mercedes,1,1,25.0,56,1,False
2014,2,rosberg,mercedes,3,2,18.0,56,1,False
2014,2,vettel,red_bull,2,3,15.0,56,1,False
2014,2,alonso,ferrari,4,4,12.0,56,1,False
2014,2,hulkenberg,force_india,7,5,10.0,56,1,False
2014,2,button,mclaren,10,6,8.0,56,1,False
2014,2,massa,williams,13,7,6.0,56,1,False
2014,2,bottas,williams,18,8,4.0,56,1,False
2014,2,kevin_magnussen,mclaren,8,9,2.0,55,11,True
2014,2,kvyat,toro_rosso,11,10,1.0,55,11,True
2014,2,grosjean,lotus_f1,15,11,0.0,55,11,True
2014,2,raikkonen,ferrari,6,12,0.0,55,11,True
2014,2,kobayashi,caterham,20,13,0.0,55,11,True
2014,2,ericsson,caterham,22,14,0.0,54,12,True
2014,2,chilton,marussia,21,15,0.0,54,12,True
2014,2,ricciardo,red_bull,5,16,0.0,49,39,True
2014,2,gutierrez,sauber,12,17,0.0,35,6,True
2014,2,sutil,sauber,17,18,0.0,32,10,True
2014,2,vergne,toro_rosso,9,19,0.0,18,131,True
2014,2,jules_bianchi,marussia,19,20,0.0,8,23,True
2014,2,maldonado,lotus_f1,16,21,0.0,7,5,True
2014,2,perez,force_india,14,22,0.0,0,54,True
2014,3,hamilton,mercedes,2,1,25.0,57,1,False
2014,3,rosberg,mercedes,1,2,18.0,57,1,False
2014,3,perez,force_india,4,3,15.0,57,1,False
2014,3,ricciardo,red_bull,13,4,12.0,57,1,False
2014,3,hulkenberg,force_india,11,5,10.0,57,1,False
2014,3,vettel,red_bull,10,6,8.0,57,1,False
2014,3,massa,williams,7,7,6.0,57,1,False
2014,3,bottas,williams,3,8,4.0,57,1,False
2014,3,alonso,ferrari,9,9,2.0,57,1,False
2014,3,raikkonen,ferrari,5,10,1.0,57,1,False
2014,3,kvyat,toro_rosso,12,11,0.0,57,1,False
2014,3,grosjean,lotus_f1,16,12,0.0,57,1,False
2014,3,chilton,marussia,21,13,0.0,57,1,False
2014,3,maldonado,lotus_f1,17,14,0.0,57,1,False
2014,3,kobayashi,caterham,18,15,0.0,57,1,False
2014,3,jules_bianchi,marussia,19,16,0.0,56,11,True
2014,3,button,mclaren,6,17,0.0,55,8,True
2014,3,kevin_magnussen,mclaren,8,18,0.0,40,8,True
2014,3,gutierrez,sauber,15,19,0.0,39,4,True
2014,3,ericsson,caterham,20,20,0.0,33,31,True
2014,3,vergne,toro_rosso,14,21,0.0,18,31,True
2014,3,sutil,sauber,22,22,0.0,17,4,True
2014,4,hamilton,mercedes,1,1,25.0,54,1,False
2014,4,rosberg,mercedes,4,2,18.0,54,1,False
2014,4,alonso,ferrari,5,3,15.0,54,1,False
2014,4,ricciardo,red_bull,2,4,12.0,54,1,False
2014,4,vettel,red_bull,3,5,10.0,54,1,False
2014,4,hulkenberg,force_india,8,6,8.0,54,1,False
2014,4,bottas,williams,7,7,6.0,54,1,False
2014,4,raikkonen,ferrari,11,8,4.0,54,1,False
2014,4,perez,force_india,16,9,2.0,54,1,False
2014,4,kvyat,toro_rosso,13,10,1.0,53,11,True
2014,4,button,mclaren,12,11,0.0,53,11,True
2014,4,vergne,toro_rosso,9,12,0.0,53,11,True
2014,4,kevin_magnussen,mclaren,15,13,0.0,53,11,True
2014,4,maldonado,lotus_f1,22,14,0.0,53,11,True
2014,4,massa,williams,6,15,0.0,53,11,True
2014,4,gutierrez,sauber,17,16,0.0,53,11,True
2014,4,jules_bianchi,marussia,19,17,0.0,53,11,True
2014,4,kobayashi,caterham,18,18,0.0,53,11,True
2014,4,chilton,marussia,21,19,0.0,52,12,True
2014,4,ericsson,caterham,20,20,0.0,52,12,True
2014,4,grosjean,lotus_f1,10,21,0.0,28,6,True
2014,4,sutil,sauber,14,22,0.0,5,5,True
2014,5,hamilton,mercedes,1,1,25.0,66,1,False
2014,5,rosberg,mercedes,2,2,18.0,66,1,False
2014,5,ricciardo,red_bull,3,3,15.0,66,1,False
2014,5,vettel,red_bull,15,4,12.0,66,1,False
2014,5,bottas,williams,4,5,10.0,66,1,False
2014,5,alonso,ferrari,7,6,8.0,66,1,False
2014,5,raikkonen,ferrari,6,7,6.0,65,11,True
2014,5,grosjean,lotus_f1,5,8,4.0,65,11,True
2014,5,perez,force_india,11,9,2.0,65,11,True
2014,5,hulkenberg,force_india,10,10,1.0,65,11,True
2014,5,button,mclaren,8,11,0.0,65,11,True
2014,5,kevin_magnussen,mclaren,14,12,0.0,65,11,True
2014,5,massa,williams,9,13,0.0,65,11,True
2014,5,kvyat,toro_rosso,12,14,0.0,65,11,True
2014,5,maldonado,lotus_f1,22,15,0.0,65,11,True
2014,5,gutierrez,sauber,13,16,0.0,65,11,True
2014,5,sutil,sauber,16,17,0.0,65,11,True
2014,5,jules_bianchi,marussia,18,18,0.0,64,12,True
2014,5,chilton,marussia,17,19,0.0,64,12,True
2014,5,ericsson,caterham,19,20,0.0,64,12,True
2014,5,kobayashi,caterham,20,21,0.0,34,23,True
2014,5,vergne,toro_rosso,21,22,0.0,24,43,True
2014,6,rosberg,mercedes,1,1,25.0,78,1,False
2014,6,hamilton,mercedes,2,2,18.0,78,1,False
2014,6,ricciardo,red_bull,3,3,15.0,78,1,False
2014,6,alonso,ferrari,5,4,12.0,78,1,False
2014,6,hulkenberg,force_india,11,5,10.0,77,11,True
2014,6,button,mclaren,12,6,8.0,77,11,True
2014,6,massa,williams,16,7,6.0,77,11,True
2014,6,grosjean,lotus_f1,14,8,4.0,77,11,True
2014,6,jules_bianchi,marussia,21,9,2.0,77,11,True
2014,6,kevin_magnussen,mclaren,8,10,1.0,77,11,True
2014,6,ericsson,caterham,22,11,0.0,77,11,True
2014,6,raikkonen,ferrari,6,12,0.0,77,11,True
2014,6,kobayashi,caterham,20,13,0.0,75,12,True
2014,6,chilton,marussia,19,14,0.0,75,13,True
2014,6,gutierrez,sauber,17,15,0.0,59,3,True
2014,6,bottas,williams,13,16,0.0,55,5,True
2014,6,vergne,toro_rosso,7,17,0.0,50,5,True
2014,6,sutil,sauber,18,18,0.0,23,3,True
2014,6,kvyat,toro_rosso,9,19,0.0,10,26,True
2014,6,vettel,red_bull,4,20,0.0,5,101,True
2014,6,perez,force_india,10,21,0.0,0,4,True
2014,6,maldonado,lotus_f1,15,22,0.0,0,54,True
2014,7,ricciardo,red_bull,6,1,25.0,70,1,False
2014,7,rosberg,mercedes,1,2,18.0,70,1,False
2014,7,vettel,red_bull,3,3,15.0,70,1,False
2014,7,button,mclaren,9,4,12.0,70,1,False
2014,7,hulkenberg,force_india,11,5,10.0,70,1,False
2014,7,alonso,ferrari,7,6,8.0,70,1,False
2014,7,bottas,williams,4,7,6.0,70,1,False
2014,7,vergne,toro_rosso,8,8,4.0,70,1,False
2014,7,kevin_magnussen,mclaren,12,9,2.0,70,1,False
2014,7,raikkonen,ferrari,10,10,1.0,70,1,False
2014,7,perez,force_india,13,11,0.0,69,4,True
2014,7,massa,williams,5,12,0.0,69,4,True
2014,7,sutil,sauber,16,13,0.0,69,11,True
2014,7,gutierrez,sauber,22,14,0.0,64,132,True
2014,7,grosjean,lotus_f1,14,15,0.0,59,65,True
2014,7,kvyat,toro_rosso,15,16,0.0,47,79,True
2014,7,hamilton,mercedes,2,17,0.0,46,23,True
2014,7,kobayashi,caterham,21,18,0.0,23,22,True
2014,7,maldonado,lotus_f1,17,19,0.0,21,131,True
2014,7,ericsson,caterham,20,20,0.0,7,101,True
2014,7,chilton,marussia,18,21,0.0,0,4,True
2014,7,jules_bianchi,marussia,19,22,0.0,0,4,True
2014,8,rosberg,mercedes,3,1,25.0,71,1,False
2014,8,hamilton,mercedes,9,2,18.0,71,1,False
2014,8,bottas,williams,2,3,15.0,71,1,False
2014,8,massa,williams,1,4,12.0,71,1,False
2014,8,alonso,ferrari,4,5,10.0,71,1,False
2014,8,perez,force_india,15,6,8.0,71,1,False
2014,8,kevin_magnussen,mclaren,6,7,6.0,71,1,False
2014,8,ricciardo,red_bull,5,8,4.0,71,1,False
2014,8,hulkenberg,force_india,10,9,2.0,71,1,False
2014,8,raikkonen,ferrari,8,10,1.0,71,1,False
2014,8,button,mclaren,11,11,0.0,71,1,False
2014,8,maldonado,lotus_f1,13,12,0.0,70,11,True
2014,8,sutil,sauber,16,13,0.0,70,11,True
2014,8,grosjean,lotus_f1,22,14,0.0,70,11,True
2014,8,jules_bianchi,marussia,18,15,0.0,69,12,True
2014,8,kobayashi,caterham,19,16,0.0,69,12,True
2014,8,chilton,marussia,21,17,0.0,69,12,True
2014,8,ericsson,caterham,20,18,0.0,69,12,True
2014,8,gutierrez,sauber,17,19,0.0,69,12,True
2014,8,vergne,toro_rosso,14,20,0.0,59,23,True
2014,8,vettel,red_bull,12,21,0.0,34,10,True
2014,8,kvyat,toro_rosso,7,22,0.0,24,22,True
2014,9,hamilton,mercedes,6,1,25.0,52,1,False
2014,9,bottas,williams,14,2,18.0,52,1,False
2014,9,ricciardo,red_bull,8,3,15.0,52,1,False
2014,9,button,mclaren,3,4,12.0,52,1,False
2014,9,vettel,red_bull,2,5,10.0,52,1,False
2014,9,alonso,ferrari,16,6,8.0,52,1,False
2014,9,kevin_magnussen,mclaren,5,7,6.0,52,1,False
2014,9,hulkenberg,force_india,4,8,4.0,52,1,False
2014,9,kvyat,toro_rosso,9,9,2.0,52,1,False
2014,9,vergne,toro_rosso,10,10,1.0,51,11,True
2014,9,perez,force_india,7,11,0.0,51,11,True
2014,9,grosjean,lotus_f1,11,12,0.0,51,11,True
2014,9,sutil,sauber,13,13,0.0,51,11,True
2014,9,jules_bianchi,marussia,12,14,0.0,51,11,True
2014,9,kobayashi,caterham,22,15,0.0,50,12,True
2014,9,chilton,marussia,17,16,0.0,50,12,True
2014,9,maldonado,lotus_f1,20,17,0.0,49,13,True
2014,9,rosberg,mercedes,1,18,0.0,28,6,True
2014,9,ericsson,caterham,21,19,0.0,11,22,True
2014,9,gutierrez,sauber,19,20,0.0,9,4,True
2014,9,massa,williams,15,21,0.0,0,4,True
2014,9,raikkonen,ferrari,18,22,0.0,0,4,True
2014,10,rosberg,mercedes,1,1,25.0,67,1,False
2014,10,bottas,williams,2,2,18.0,67,1,False
2014,10,hamilton,mercedes,20,3,15.0,67,1,False
2014,10,vettel,red_bull,6,4,12.0,67,1,False
2014,10,alonso,ferrari,7,5,10.0,67,1,False
2014,10,ricciardo,red_bull,5,6,8.0,67,1,False
2014,10,hulkenberg,force_india,9,7,6.0,67,1,False
2014,10,button,mclaren,11,8,4.0,67,1,False
2014,10,kevin_magnussen,mclaren,4,9,2.0,66,11,True
2014,10,perez,force_india,10,10,1.0,66,11,True
2014,10,raikkonen,ferrari,12,11,0.0,66,11,True
2014,10,maldonado,lotus_f1,18,12,0.0,66,11,True
2014,10,vergne,toro_rosso,13,13,0.0,66,11,True
2014,10,gutierrez,sauber,16,14,0.0,66,11,True
2014,10,jules_bianchi,marussia,17,15,0.0,66,11,True
2014,10,kobayashi,caterham,19,16,0.0,65,12,True
2014,10,chilton,marussia,21,17,0.0,65,12,True
2014,10,ericsson,caterham,22,18,0.0,65,12,True
2014,10,sutil,sauber,15,19,0.0,47,23,True
2014,10,kvyat,toro_rosso,8,20,0.0,44,44,True
2014,10,grosjean,lotus_f1,14,21,0.0,26,47,True
2014,10,massa,williams,3,22,0.0,0,4,True
2014,11,ricciardo,red_bull,4,1,25.0,70,1,False
2014,11,alonso,ferrari,5,2,18.0,70,1,False
2014,11,hamilton,mercedes,22,3,15.0,70,1,False
2014,11,rosberg,mercedes,1,4,12.0,70,1,False
2014,11,massa,williams,6,5,10.0,70,1,False
2014,11,raikkonen,ferrari,16,6,8.0,70,1,False
2014,11,vettel,red_bull,2,7,6.0,70,1,False
2014,11,bottas,williams,3,8,4.0,70,1,False
2014,11,vergne,toro_rosso,8,9,2.0,70,1,False
2014,11,button,mclaren,7,10,1.0,70,1,False
2014,11,sutil,sauber,11,11,0.0,70,1,False
2014,11,kevin_magnussen,mclaren,21,12,0.0,70,1,False
2014,11,maldonado,lotus_f1,20,13,0.0,70,1,False
2014,11,kvyat,toro_rosso,10,14,0.0,69,11,True
2014,11,jules_bianchi,marussia,15,15,0.0,69,11,True
2014,11,chilton,marussia,18,16,0.0,69,11,True
2014,11,gutierrez,sauber,13,17,0.0,33,31,True
2014,11,kobayashi,caterham,17,18,0.0,26,31,True
2014,11,perez,force_india,12,19,0.0,23,3,True
2014,11,hulkenberg,force_india,9,20,0.0,16,3,True
2014,11,grosjean,lotus_f1,14,21,0.0,11,3,True
2014,11,ericsson,caterham,19,22,0.0,8,3,True
2014,12,ricciardo,red_bull,5,1,25.0,44,1,False
2014,12,rosberg,mercedes,1,2,18.0,44,1,False
2014,12,bottas,williams,6,3,15.0,44,1,False
2014,12,raikkonen,ferrari,8,4,12.0,44,1,False
2014,12,vettel,red_bull,3,5,10.0,44,1,False
2014,12,button,mclaren,10,6,8.0,44,1,False
2014,12,alonso,ferrari,4,7,6.0,44,1,False
2014,12,perez,force_india,13,8,4.0,44,1,False
2014,12,kvyat,toro_rosso,11,9,2.0,44,1,False
2014,12,hulkenberg,force_india,18,10,1.0,44,1,False
2014,12,vergne,toro_rosso,12,11,0.0,44,1,False
2014,12,kevin_magnussen,mclaren,7,12,0.0,44,1,False
2014,12,massa,williams,9,13,0.0,44,1,False
2014,12,sutil,sauber,14,14,0.0,44,1,False
2014,12,gutierrez,sauber,20,15,0.0,44,1,False
2014,12,chilton,marussia,19,16,0.0,43,11,True
2014,12,ericsson,caterham,22,17,0.0,43,11,True
2014,12,jules_bianchi,marussia,16,18,0.0,39,6,True
2014,12,hamilton,mercedes,2,19,0.0,38,31,True
2014,12,grosjean,lotus_f1,15,20,0.0,33,31,True
2014,12,maldonado,lotus_f1,17,21,0.0,1,26,True
2014,12,lotterer,caterham,21,22,0.0,1,131,True
2014,13,hamilton,mercedes,1,1,25.0,53,1,False
2014,13,rosberg,mercedes,2,2,18.0,53,1,False
2014,13,massa,williams,4,3,15.0,53,1,False
2014,13,bottas,williams,3,4,12.0,53,1,False
2014,13,ricciardo,red_bull,9,5,10.0,53,1,False
2014,13,vettel,red_bull,8,6,8.0,53,1,False
2014,13,perez,force_india,10,7,6.0,53,1,False
2014,13,button,mclaren,6,8,4.0,53,1,False
2014,13,raikkonen,ferrari,11,9,2.0,53,1,False
2014,13,kevin_magnussen,mclaren,5,10,1.0,53,1,False
2014,13,kvyat,toro_rosso,21,11,0.0,53,1,False
2014,13,hulkenberg,force_india,13,12,0.0,53,1,False
2014,13,vergne,toro_rosso,12,13,0.0,53,1,False
2014,13,maldonado,lotus_f1,16,14,0.0,52,11,True
2014,13,sutil,sauber,14,15,0.0,52,11,True
2014,13,grosjean,lotus_f1,17,16,0.0,52,11,True
2014,13,kobayashi,caterham,18,17,0.0,52,11,True
2014,13,jules_bianchi,marussia,19,18,0.0,52,11,True
2014,13,gutierrez,sauber,15,19,0.0,51,12,True
2014,13,ericsson,caterham,22,20,0.0,51,12,True
2014,13,alonso,ferrari,7,21,0.0,28,5,True
2014,13,chilton,marussia,20,22,0.0,5,3,True
2014,14,hamilton,mercedes,1,1,25.0,60,1,False
2014,14,vettel,red_bull,4,2,18.0,60,1,False
2014,14,ricciardo,red_bull,3,3,15.0,60,1,False
2014,14,alonso,ferrari,5,4,12.0,60,1,False
2014,14,massa,williams,6,5,10.0,60,1,False
2014,14,vergne,toro_rosso,12,6,8.0,60,1,False
2014,14,perez,force_india,15,7,6.0,60,1,False
2014,14,raikkonen,ferrari,7,8,4.0,60,1,False
2014,14,hulkenberg,force_india,13,9,2.0,60,1,False
2014,14,kevin_magnussen,mclaren,9,10,1.0,60,1,False
2014,14,bottas,williams,8,11,0.0,60,1,False
2014,14,maldonado,lotus_f1,18,12,0.0,60,1,False
2014,14,grosjean,lotus_f1,16,13,0.0,60,1,False
2014,14,kvyat,toro_rosso,10,14,0.0,60,1,False
2014,14,ericsson,caterham,22,15,0.0,60,1,False
2014,14,jules_bianchi,marussia,19,16,0.0,60,1,False
2014,14,chilton,marussia,21,17,0.0,59,11,True
2014,14,button,mclaren,11,18,0.0,52,31,True
2014,14,sutil,sauber,17,19,0.0,40,34,True
2014,14,gutierrez,sauber,14,20,0.0,17,10,True
2014,14,rosberg,mercedes,2,21,0.0,13,10,True
2014,14,kobayashi,caterham,20,22,0.0,0,131,True
2014,15,hamilton,mercedes,2,1,25.0,44,1,False
2014,15,rosberg,mercedes,1,2,18.0,44,1,False
2014,15,vettel,red_bull,9,3,15.0,44,1,False
2014,15,ricciardo,red_bull,6,4,12.0,44,1,False
2014,15,button,mclaren,8,5,10.0,44,1,False
2014,15,bottas,williams,3,6,8.0,44,1,False
2014,15,massa,williams,4,7,6.0,44,1,False
2014,15,hulkenberg,force_india,13,8,4.0,44,1,False
2014,15,vergne,toro_rosso,20,9,2.0,44,1,False
2014,15,perez,force_india,11,10,1.0,43,11,True
2014,15,kvyat,toro_rosso,12,11,0.0,43,11,True
2014,15,raikkonen,ferrari,10,12,0.0,43,11,True
2014,15,gutierrez,sauber,15,13,0.0,43,11,True
2014,15,kevin_magnussen,mclaren,7,14,0.0,43,11,True
2014,15,grosjean,lotus_f1,16,15,0.0,43,11,True
2014,15,maldonado,lotus_f1,22,16,0.0,43,11,True
2014,15,ericsson,caterham,17,17,0.0,43,11,True
2014,15,chilton,marussia,21,18,0.0,43,11,True
2014,15,kobayashi,caterham,19,19,0.0,43,11,True
2014,15,jules_bianchi,marussia,18,20,0.0,41,3,True
2014,15,sutil,sauber,14,21,0.0,40,3,True
2014,15,alonso,ferrari,5,22,0.0,2,40,True
2014,16,hamilton,mercedes,1,1,25.0,53,1,False
2014,16,rosberg,mercedes,2,2,18.0,53,1,False
2014,16,bottas,williams,3,3,15.0,53,1,False
2014,16,button,mclaren,4,4,12.0,53,1,False
2014,16,kevin_magnussen,mclaren,11,5,10.0,53,1,False
2014,16,alonso,ferrari,7,6,8.0,53,1,False
2014,16,ricciardo,red_bull,6,7,6.0,53,1,False
2014,16,vettel,red_bull,10,8,4.0,53,1,False
2014,16,raikkonen,ferrari,8,9,2.0,53,1,False
2014,16,perez,force_india,12,10,1.0,53,1,False
2014,16,massa,williams,18,11,0.0,53,1,False
2014,16,hulkenberg,force_india,17,12,0.0,53,1,False
2014,16,vergne,toro_rosso,9,13,0.0,53,1,False
2014,16,kvyat,toro_rosso,5,14,0.0,52,11,True
2014,16,gutierrez,sauber,13,15,0.0,52,11,True
2014,16,sutil,sauber,14,16,0.0,52,11,True
2014,16,grosjean,lotus_f1,15,17,0.0,52,11,True
2014,16,maldonado,lotus_f1,21,18,0.0,52,11,True
2014,16,ericsson,caterham,16,19,0.0,51,12,True
2014,16,kobayashi,caterham,19,20,0.0,21,23,True
2014,16,chilton,marussia,20,21,0.0,9,22,True
2014,17,hamilton,mercedes,2,1,25.0,56,1,False
2014,17,rosberg,mercedes,1,2,18.0,56,1,False
2014,17,ricciardo,red_bull,5,3,15.0,56,1,False
2014,17,massa,williams,4,4,12.0,56,1,False
2014,17,bottas,williams,3,5,10.0,56,1,False
2014,17,alonso,ferrari,6,6,8.0,56,1,False
2014,17,vettel,red_bull,18,7,6.0,56,1,False
2014,17,kevin_magnussen,mclaren,7,8,4.0,56,1,False
2014,17,maldonado,lotus_f1,10,9,2.0,56,1,False
2014,17,vergne,toro_rosso,14,10,1.0,56,1,False
2014,17,grosjean,lotus_f1,16,11,0.0,55,11,True
2014,17,button,mclaren,12,12,0.0,55,11,True
2014,17,raikkonen,ferrari,8,13,0.0,55,11,True
2014,17,gutierrez,sauber,15,14,0.0,55,11,True
2014,17,kvyat,toro_rosso,17,15,0.0,55,11,True
2014,17,hulkenberg,force_india,13,16,0.0,16,5,True
2014,17,perez,force_india,11,17,0.0,1,130,True
2014,17,sutil,sauber,9,18,0.0,0,4,True
2014,18,rosberg,mercedes,1,1,25.0,71,1,False
2014,18,hamilton,mercedes,2,2,18.0,71,1,False
2014,18,massa,williams,3,3,15.0,71,1,False
2014,18,button,mclaren,5,4,12.0,71,1,False
2014,18,vettel,red_bull,6,5,10.0,71,1,False
2014,18,alonso,ferrari,8,6,8.0,71,1,False
2014,18,raikkonen,ferrari,10,7,6.0,71,1,False
2014,18,hulkenberg,force_india,12,8,4.0,71,1,False
2014,18,kevin_magnussen,mclaren,7,9,2.0,71,1,False
2014,18,bottas,williams,4,10,1.0,70,11,True
2014,18,kvyat,toro_rosso,17,11,0.0,70,11,True
2014,18,maldonado,lotus_f1,16,12,0.0,70,11,True
2014,18,vergne,toro_rosso,15,13,0.0,70,11,True
2014,18,gutierrez,sauber,11,14,0.0,70,11,True
2014,18,perez,force_india,18,15,0.0,70,11,True
2014,18,sutil,sauber,13,16,0.0,70,11,True
2014,18,grosjean,lotus_f1,14,17,0.0,63,18,True
2014,18,ricciardo,red_bull,9,18,0.0,39,22,True
2014,19,hamilton,mercedes,2,1,50.0,55,1,False
2014,19,massa,williams,4,2,36.0,55,1,False
2014,19,bottas,williams,3,3,30.0,55,1,False
2014,19,ricciardo,red_bull,20,4,24.0,55,1,False
2014,19,button,mclaren,6,5,20.0,55,1,False
2014,19,hulkenberg,force_india,12,6,16.0,55,1,False
2014,19,perez,force_india,11,7,12.0,55,1,False
2014,19,vettel,red_bull,19,8,8.0,55,1,False
2014,19,alonso,ferrari,8,9,4.0,55,1,False
2014,19,raikkonen,ferrari,7,10,2.0,55,1,False
2014,19,kevin_magnussen,mclaren,9,11,0.0,55,1,False
2014,19,vergne,toro_rosso,10,12,0.0,55,1,False
2014,19,grosjean,lotus_f1,18,13,0.0,54,11,True
2014,19,rosberg,mercedes,1,14,0.0,54,11,True
2014,19,gutierrez,sauber,14,15,0.0,54,11,True
2014,19,sutil,sauber,13,16,0.0,54,11,True
2014,19,stevens,caterham,17,17,0.0,54,11,True
2014,19,kobayashi,caterham,16,18,0.0,42,31,True
2014,19,maldonado,lotus_f1,15,19,0.0,26,131,True
2014,19,kvyat,toro_rosso,5,20,0.0,14,131,True
2015,1,hamilton,mercedes,1,1,25.0,58,1,False
2015,1,rosberg,mercedes,2,2,18.0,58,1,False
2015,1,vettel,ferrari,4,3,15.0,58,1,False
2015,1,massa,williams,3,4,12.0,58,1,False
2015,1,nasr,sauber,10,5,10.0,58,1,False
2015,1,ricciardo,red_bull,6,6,8.0,57,11,True
2015,1,hulkenberg,force_india,13,7,6.0,57,11,True
2015,1,ericsson,sauber,15,8,4.0,57,11,True
2015,1,sainz,toro_rosso,7,9,2.0,57,11,True
2015,1,perez,force_india,14,10,1.0,57,11,True
2015,1,button,mclaren,16,11,0.0,56,12,True
2015,1,raikkonen,ferrari,5,12,0.0,40,36,True
2015,1,max_verstappen,toro_rosso,11,13,0.0,32,5,True
2015,1,grosjean,lotus_f1,8,14,0.0,0,75,True
2015,1,maldonado,lotus_f1,9,15,0.0,0,3,True
2015,1,kvyat,red_bull,12,16,0.0,0,54,True
2015,1,kevin_magnussen,mclaren,17,17,0.0,0,54,True
2015,1,bottas,williams,0,18,0.0,0,54,True
2015,2,vettel,ferrari,2,1,25.0,56,1,False
2015,2,hamilton,mercedes,1,2,18.0,56,1,False
2015,2,rosberg,mercedes,3,3,15.0,56,1,False
2015,2,raikkonen,ferrari,11,4,12.0,56,1,False
2015,2,bottas,williams,8,5,10.0,56,1,False
2015,2,massa,williams,7,6,8.0,56,1,False
2015,2,max_verstappen,toro_rosso,6,7,6.0,56,1,False
2015,2,sainz,toro_rosso,15,8,4.0,55,11,True
2015,2,kvyat,red_bull,5,9,2.0,55,11,True
2015,2,ricciardo,red_bull,4,10,1.0,55,11,True
2015,2,grosjean,lotus_f1,10,11,0.0,55,11,True
2015,2,nasr,sauber,16,12,0.0,55,11,True
2015,2,perez,force_india,14,13,0.0,55,11,True
2015,2,hulkenberg,force_india,13,14,0.0,55,11,True
2015,2,merhi,manor,19,15,0.0,53,13,True
2015,2,maldonado,lotus_f1,12,16,0.0,47,31,True
2015,2,button,mclaren,17,17,0.0,41,101,True
2015,2,alonso,mclaren,18,18,0.0,21,132,True
2015,2,ericsson,sauber,9,19,0.0,3,20,True
2015,2,stevens,manor,0,20,0.0,0,69,True
2015,3,hamilton,mercedes,1,1,25.0,56,1,False
2015,3,rosberg,mercedes,2,2,18.0,56,1,False
2015,3,vettel,ferrari,3,3,15.0,56,1,False
2015,3,raikkonen,ferrari,6,4,12.0,56,1,False
2015,3,massa,williams,4,5,10.0,56,1,False
2015,3,bottas,williams,5,6,8.0,56,1,False
2015,3,grosjean,lotus_f1,8,7,6.0,56,1,False
2015,3,nasr,sauber,9,8,4.0,56,1,False
2015,3,ricciardo,red_bull,7,9,2.0,56,1,False
2015,3,ericsson,sauber,10,10,1.0,55,11,True
2015,3,perez,force_india,15,11,0.0,55,11,True
2015,3,alonso,mclaren,18,12,0.0,55,11,True
2015,3,sainz,toro_rosso,14,13,0.0,55,11,True
2015,3,button,mclaren,17,14,0.0,55,11,True
2015,3,stevens,manor,19,15,0.0,54,12,True
2015,3,merhi,manor,20,16,0.0,54,12,True
2015,3,max_verstappen,toro_rosso,13,17,0.0,52,7,True
2015,3,maldonado,lotus_f1,11,18,0.0,49,23,True
2015,3,kvyat,red_bull,12,19,0.0,15,131,True
2015,3,hulkenberg,force_india,16,20,0.0,9,6,True
2015,4,hamilton,mercedes,1,1,25.0,57,1,False
2015,4,raikkonen,ferrari,4,2,18.0,57,1,False
2015,4,rosberg,mercedes,3,3,15.0,57,1,False
2015,4,bottas,williams,5,4,12.0,57,1,False
2015,4,vettel,ferrari,2,5,10.0,57,1,False
2015,4,ricciardo,red_bull,7,6,8.0,57,1,False
2015,4,grosjean,lotus_f1,10,7,6.0,57,1,False
2015,4,perez,force_india,11,8,4.0,56,11,True
2015,4,kvyat,red_bull,17,9,2.0,56,11,True
2015,4,massa,williams,6,10,1.0,56,11,True
2015,4,alonso,mclaren,14,11,0.0,56,11,True
2015,4,nasr,sauber,12,12,0.0,56,11,True
2015,4,hulkenberg,force_india,8,13,0.0,56,11,True
2015,4,ericsson,sauber,13,14,0.0,56,11,True
2015,4,maldonado,lotus_f1,16,15,0.0,56,11,True
2015,4,stevens,manor,18,16,0.0,55,12,True
2015,4,merhi,manor,19,17,0.0,54,13,True
2015,4,max_verstappen,toro_rosso,15,18,0.0,34,10,True
2015,4,sainz,toro_rosso,9,19,0.0,29,5,True
2015,4,button,mclaren,20,20,0.0,0,132,True
