season,round,url,raceName,Circuit_circuitId,Circuit_url,Circuit_circuitName,Circuit_Location_lat,Circuit_Location_long,Circuit_Location_locality,Circuit_Location_country,date,time,driverId,lap,stop,duration
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:09:56,grosjean,1,1,17.255
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:10:12,gutierrez,1,1,32.657
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:10:14,perez,1,1,25.541
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:24:46,bottas,10,1,34.921
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:26:02,button,11,1,22.411
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:27:03,perez,11,2,22.497
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:27:27,rosberg,12,1,24.331
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:27:37,ricciardo,12,1,22.994
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:27:45,kevin_magnussen,12,1,23.150
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:27:51,hulkenberg,12,1,22.615
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:27:55,alonso,12,1,22.887
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:28:02,raikkonen,12,1,25.543
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:28:02,vergne,12,1,23.124
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:28:03,kvyat,12,1,30.514
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:48:18,ericsson,23,1,23.238
2014,1,https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,Australian Grand Prix,albert_park,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,2014-03-16,17:49:56,chilton,24,1,24.209
